STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WESF,WESF_ATTRIBUTES
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,10/28/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,10/29/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,10/30/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,10/31/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/1/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/2/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/3/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/4/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/5/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/6/2008,,,,,0.13,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/7/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/8/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/9/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/10/2008,,,,,0.02,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/11/2008,,,,,3.69,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/12/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/13/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/14/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/15/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/16/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/17/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/18/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/19/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/20/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/21/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/22/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/23/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/24/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/25/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/26/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/28/2008,,,,,0.2,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/29/2008,,,,,0.41,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,11/30/2008,,,,,0.02,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/1/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/2/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/3/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/4/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/5/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/6/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/7/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/8/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/9/2008,,,,,0.28,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/11/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/12/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/13/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/14/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/15/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/16/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/17/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/18/2008,,,,,0.02,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/19/2008,,,,,0.02,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/21/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/22/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/23/2008,,,,,0.02,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/24/2008,,,,,0.03,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/25/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/26/2008,,,,,0.01,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/27/2008,,,,,0.08,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/28/2008,,,,,0.02,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/29/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/30/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,12/31/2008,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/1/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/2/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/3/2009,,,,,0.01,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/4/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/5/2009,,,,,0.04,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/6/2009,,,,,0.52,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/7/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/8/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/9/2009,,,,,0.01,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/10/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/11/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/12/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/13/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/14/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/15/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/16/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/17/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/18/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/19/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/20/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/21/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/22/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/23/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/24/2009,,,,,0,"T,,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/25/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/26/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/28/2009,,,,,0.2,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/29/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,1/31/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/1/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/2/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/3/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/4/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/5/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/6/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/7/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/8/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/9/2009,,,,,0.55,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/10/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/11/2009,,,,,0.45,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/12/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/13/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/14/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/15/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/16/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/17/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/18/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/19/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/20/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/21/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/22/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/23/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/24/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/25/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/26/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/27/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,2/28/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/1/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/2/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/3/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/4/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/5/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/6/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/7/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/8/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/9/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/10/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/11/2009,,,,,0.49,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/12/2009,,,,,1.13,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/13/2009,,,,,0.06,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/14/2009,,,,,0.72,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/15/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/16/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/17/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/18/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/19/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/20/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/21/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/22/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/23/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/24/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/25/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/26/2009,,,,,0.66,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/27/2009,,,,,0,",,N",0,",,N",,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/28/2009,,,,,0.03,",,N",,,,,,,,
US1TXTN0055,"FORT WORTH 11.8 NW, TX US",32.893,-97.45193333,206,3/29/2009,,,,,0,",,N",0,",,N",,,,,,
